ColorName
Sap Green
Indian Yellow
Prussian Blue
Dark Sienna
Burnt Umber
Titanium White
Alizarin Crimson
Black Gesso
Phthalo Green
Yellow Ochre
Liquid Clear
Van Dyke Brown
Phthalo Blue
Bright Red
Midnight Black
Cadmium Yellow
Liquid Black
Indian Red
